utterance_id,source,target
1-PMUL2706,s-13,u-11
2-PMUL2706,u-11,s-16
3-PMUL2706,s-16,u-61
4-PMUL2706,u-61,s-3
5-PMUL2706,s-3,u-28
6-PMUL2706,u-28,s-75
7-PMUL2706,s-75,u-41
8-PMUL2706,u-41,s-59
9-PMUL2706,s-59,u-56
10-PMUL2706,u-56,s-54
11-PMUL2706,s-54,u-47
12-PMUL2706,u-47,s-64
0-MUL1253,u-25,s-70
1-MUL1253,s-70,u-11
2-MUL1253,u-11,s-23
3-MUL1253,s-23,u-11
4-MUL1253,u-11,s-21
5-MUL1253,s-21,u-41
6-MUL1253,u-41,s-3
7-MUL1253,s-3,u-15
8-MUL1253,u-15,s-22
9-MUL1253,s-22,u-39
10-MUL1253,u-39,s-27
11-MUL1253,s-27,u-14
12-MUL1253,u-14,s-14
13-MUL1253,s-14,u-11
14-MUL1253,u-11,s-4
15-MUL1253,s-4,u-9
16-MUL1253,u-9,s-2
17-MUL1253,s-2,u-10
18-MUL1253,u-10,s-1
19-MUL1253,s-1,u-47
20-MUL1253,u-47,s-63
0-PMUL4531,u-20,s-71
1-PMUL4531,s-71,u-14
2-PMUL4531,u-14,s-69
3-PMUL4531,s-69,u-11
4-PMUL4531,u-11,s-24
5-PMUL4531,s-24,u-49
6-PMUL4531,u-49,s-66
7-PMUL4531,s-66,u-25
8-PMUL4531,u-25,s-70
9-PMUL4531,s-70,u-9
10-PMUL4531,u-9,s-4
11-PMUL4531,s-4,u-9
12-PMUL4531,u-9,s-0
13-PMUL4531,s-0,u-47
14-PMUL4531,u-47,s-35
0-SSNG0118,u-25,s-23
1-SSNG0118,s-23,u-39
2-SSNG0118,u-39,s-23
3-SSNG0118,s-23,u-11
4-SSNG0118,u-11,s-3
5-SSNG0118,s-3,u-46
6-SSNG0118,u-46,s-43
0-PMUL4518,u-17,s-29
1-PMUL4518,s-29,u-56
2-PMUL4518,u-56,s-67
3-PMUL4518,s-67,u-61
4-PMUL4518,u-61,s-3
5-PMUL4518,s-3,u-25
6-PMUL4518,u-25,s-70
7-PMUL4518,s-70,u-22
8-PMUL4518,u-22,s-23
9-PMUL4518,s-23,u-11
10-PMUL4518,u-11,s-3
11-PMUL4518,s-3,u-47
12-PMUL4518,u-47,s-41
0-SSNG0369,u-20,s-28
1-SSNG0369,s-28,u-19
2-SSNG0369,u-19,s-29
3-SSNG0369,s-29,u-18
4-SSNG0369,u-18,s-14
5-SSNG0369,s-14,u-11
6-SSNG0369,u-11,s-3
7-SSNG0369,s-3,u-47
8-SSNG0369,u-47,s-64
0-SNG0319,u-0,s-7
1-SNG0319,s-7,u-6
2-SNG0319,u-6,s-48
3-SNG0319,s-48,u-7
4-SNG0319,u-7,s-20
5-SNG0319,s-20,u-61
6-SNG0319,u-61,s-15
7-SNG0319,s-15,u-12
8-SNG0319,u-12,s-5
9-SNG0319,s-5,u-47
10-SNG0319,u-47,s-45
0-WOZ20636,u-23,s-23
1-WOZ20636,s-23,u-42
2-WOZ20636,u-42,s-23
3-WOZ20636,s-23,u-46
4-WOZ20636,u-46,s-51
0-SNG1245,u-25,s-23
1-SNG1245,s-23,u-11
2-SNG1245,u-11,s-10
3-SNG1245,s-10,u-41
4-SNG1245,u-41,s-3
5-SNG1245,s-3,u-47
6-SNG1245,u-47,s-46
0-PMUL4595,u-14,s-71
1-PMUL4595,s-71,u-17
2-PMUL4595,u-17,s-25
3-PMUL4595,s-25,u-20
4-PMUL4595,u-20,s-28
0-SSNG0272,u-15,s-26
1-SSNG0272,s-26,u-11
2-SSNG0272,u-11,s-21
3-SSNG0272,s-21,u-5
4-SSNG0272,u-5,s-21
5-SSNG0272,s-21,u-16
6-SSNG0272,u-16,s-3
7-SSNG0272,s-3,u-47
8-SSNG0272,u-47,s-63
9-SSNG0272,s-63,u-47
10-SSNG0272,u-47,s-41
0-PMUL0829,u-25,s-73
1-PMUL0829,s-73,u-22
2-PMUL0829,u-22,s-23
3-PMUL0829,s-23,u-23
4-PMUL0829,u-23,s-71
5-PMUL0829,s-71,u-22
6-PMUL0829,u-22,s-23
7-PMUL0829,s-23,u-12
8-PMUL0829,u-12,s-3
9-PMUL0829,s-3,u-0
10-PMUL0829,u-0,s-8
11-PMUL0829,s-8,u-0
12-PMUL0829,u-0,s-13
13-PMUL0829,s-13,u-5
14-PMUL0829,u-5,s-17
15-PMUL0829,s-17,u-0
16-PMUL0829,u-0,s-17
17-PMUL0829,s-17,u-46
18-PMUL0829,u-46,s-37
0-PMUL2481,u-25,s-73
1-PMUL2481,s-73,u-44
2-PMUL2481,u-44,s-23
3-PMUL2481,s-23,u-25
4-PMUL2481,u-25,s-23
5-PMUL2481,s-23,u-61
6-PMUL2481,u-61,s-12
7-PMUL2481,s-12,u-7
8-PMUL2481,u-7,s-58
9-PMUL2481,s-58,u-56
10-PMUL2481,u-56,s-55
11-PMUL2481,s-55,u-28
12-PMUL2481,u-28,s-59
13-PMUL2481,s-59,u-56
14-PMUL2481,u-56,s-54
15-PMUL2481,s-54,u-47
16-PMUL2481,u-47,s-41
0-PMUL1160,u-26,s-77
1-PMUL1160,s-77,u-36
2-PMUL1160,u-36,s-77
3-PMUL1160,s-77,u-57
4-PMUL1160,u-57,s-61
0-PMUL1446,u-28,s-71
1-PMUL1446,s-71,u-56
2-PMUL1446,u-56,s-55
3-PMUL1446,s-55,u-0
4-PMUL1446,u-0,s-8
5-PMUL1446,s-8,u-8
6-PMUL1446,u-8,s-11
7-PMUL1446,s-11,u-61
8-PMUL1446,u-61,s-8
9-PMUL1446,s-8,u-6
10-PMUL1446,u-6,s-12
11-PMUL1446,s-12,u-0
12-PMUL1446,u-0,s-17
13-PMUL1446,s-17,u-47
14-PMUL1446,u-47,s-36
15-PMUL1446,s-36,u-46
16-PMUL1446,u-46,s-46
0-SNG02127,u-25,s-23
1-SNG02127,s-23,u-22
2-SNG02127,u-22,s-23
3-SNG02127,s-23,u-11
4-SNG02127,u-11,s-3
5-SNG02127,s-3,u-47
6-SNG02127,u-47,s-2
7-SNG02127,s-2,u-47
8-SNG02127,u-47,s-41
0-PMUL3949,u-3,s-8
1-PMUL3949,s-8,u-0
2-PMUL3949,u-0,s-17
3-PMUL3949,s-17,u-40
4-PMUL3949,u-40,s-5
5-PMUL3949,s-5,u-16
6-PMUL3949,u-16,s-72
7-PMUL3949,s-72,u-11
8-PMUL3949,u-11,s-3
9-PMUL3949,s-3,u-46
10-PMUL3949,u-46,s-38
0-SSNG0323,u-17,s-28
1-SSNG0323,s-28,u-20
2-SSNG0323,u-20,s-26
3-SSNG0323,s-26,u-11
4-SSNG0323,u-11,s-21
5-SSNG0323,s-21,u-37
6-SSNG0323,u-37,s-4
7-SSNG0323,s-4,u-47
8-SSNG0323,u-47,s-22
0-PMUL2281,u-25,s-70
1-PMUL2281,s-70,u-24
2-PMUL2281,u-24,s-23
3-PMUL2281,s-23,u-24
4-PMUL2281,u-24,s-23
5-PMUL2281,s-23,u-25
6-PMUL2281,u-25,s-23
7-PMUL2281,s-23,u-34
8-PMUL2281,u-34,s-58
9-PMUL2281,s-58,u-56
10-PMUL2281,u-56,s-56
11-PMUL2281,s-56,u-56
12-PMUL2281,u-56,s-61
13-PMUL2281,s-61,u-56
14-PMUL2281,u-56,s-54
15-PMUL2281,s-54,u-46
16-PMUL2281,u-46,s-38
0-PMUL0401,u-0,s-29
1-PMUL0401,s-29,u-38
2-PMUL0401,u-38,s-69
3-PMUL0401,s-69,u-43
4-PMUL0401,u-43,s-28
5-PMUL0401,s-28,u-14
6-PMUL0401,u-14,s-26
7-PMUL0401,s-26,u-11
8-PMUL0401,u-11,s-58
9-PMUL0401,s-58,u-11
10-PMUL0401,u-11,s-3
11-PMUL0401,s-3,u-54
12-PMUL0401,u-54,s-63
13-PMUL0401,s-63,u-61
14-PMUL0401,u-61,s-58
15-PMUL0401,s-58,u-25
16-PMUL0401,u-25,s-23
17-PMUL0401,s-23,u-56
18-PMUL0401,u-56,s-57
19-PMUL0401,s-57,u-56
20-PMUL0401,u-56,s-56
21-PMUL0401,s-56,u-46
22-PMUL0401,u-46,s-33
0-PMUL3367,u-28,s-60
1-PMUL3367,s-60,u-56
2-PMUL3367,u-56,s-60
3-PMUL3367,s-60,u-56
4-PMUL3367,u-56,s-54
5-PMUL3367,s-54,u-23
6-PMUL3367,u-23,s-71
7-PMUL3367,s-71,u-29
8-PMUL3367,u-29,s-23
9-PMUL3367,s-23,u-56
10-PMUL3367,u-56,s-66
11-PMUL3367,s-66,u-9
12-PMUL3367,u-9,s-2
13-PMUL3367,s-2,u-23
14-PMUL3367,u-23,s-2
15-PMUL3367,s-2,u-9
16-PMUL3367,u-9,s-0
17-PMUL3367,s-0,u-47
18-PMUL3367,u-47,s-36
0-PMUL2111,u-34,s-58
1-PMUL2111,s-58,u-56
2-PMUL2111,u-56,s-54
3-PMUL2111,s-54,u-24
4-PMUL2111,u-24,s-23
5-PMUL2111,s-23,u-44
6-PMUL2111,u-44,s-23
7-PMUL2111,s-23,u-11
8-PMUL2111,u-11,s-13
9-PMUL2111,s-13,u-12
10-PMUL2111,u-12,s-3
11-PMUL2111,s-3,u-46
12-PMUL2111,u-46,s-43
0-PMUL3265,u-19,s-72
1-PMUL3265,s-72,u-20
2-PMUL3265,u-20,s-25
3-PMUL3265,s-25,u-50
4-PMUL3265,u-50,s-29
5-PMUL3265,s-29,u-56
6-PMUL3265,u-56,s-29
7-PMUL3265,s-29,u-25
8-PMUL3265,u-25,s-62
9-PMUL3265,s-62,u-23
10-PMUL3265,u-23,s-23
11-PMUL3265,s-23,u-12
12-PMUL3265,u-12,s-3
13-PMUL3265,s-3,u-47
14-PMUL3265,u-47,s-41
0-MUL2529,u-28,s-76
1-MUL2529,s-76,u-34
2-MUL2529,u-34,s-58
3-MUL2529,s-58,u-57
4-MUL2529,u-57,s-61
5-MUL2529,s-61,u-15
6-MUL2529,u-15,s-69
7-MUL2529,s-69,u-21
8-MUL2529,u-21,s-69
9-MUL2529,s-69,u-36
10-MUL2529,u-36,s-25
11-MUL2529,s-25,u-11
12-MUL2529,u-11,s-3
13-MUL2529,s-3,u-9
14-MUL2529,u-9,s-1
15-MUL2529,s-1,u-47
16-MUL2529,u-47,s-36
0-SNG0262,u-0,s-9
1-SNG0262,s-9,u-8
2-SNG0262,u-8,s-71
3-SNG0262,s-71,u-61
4-SNG0262,u-61,s-48
5-SNG0262,s-48,u-3
6-SNG0262,u-3,s-5
7-SNG0262,s-5,u-47
8-SNG0262,u-47,s-39
0-PMUL3492,u-15,s-24
1-PMUL3492,s-24,u-11
2-PMUL3492,u-11,s-14
3-PMUL3492,s-14,u-11
4-PMUL3492,u-11,s-16
5-PMUL3492,s-16,u-11
6-PMUL3492,u-11,s-4
7-PMUL3492,s-4,u-58
8-PMUL3492,u-58,s-52
9-PMUL3492,s-52,u-9
10-PMUL3492,u-9,s-22
11-PMUL3492,s-22,u-34
12-PMUL3492,u-34,s-1
13-PMUL3492,s-1,u-46
14-PMUL3492,u-46,s-65
0-PMUL3701,u-0,s-13
1-PMUL3701,s-13,u-5
2-PMUL3701,u-5,s-18
3-PMUL3701,s-18,u-46
4-PMUL3701,u-46,s-42
0-PMUL4183,u-0,s-6
1-PMUL4183,s-6,u-8
2-PMUL4183,u-8,s-10
3-PMUL4183,s-10,u-8
4-PMUL4183,u-8,s-17
5-PMUL4183,s-17,u-27
6-PMUL4183,u-27,s-73
7-PMUL4183,s-73,u-38
8-PMUL4183,u-38,s-27
0-PMUL1524,u-0,s-28
1-PMUL1524,s-28,u-20
2-PMUL1524,u-20,s-26
3-PMUL1524,s-26,u-11
4-PMUL1524,u-11,s-3
5-PMUL1524,s-3,u-0
6-PMUL1524,u-0,s-17
7-PMUL1524,s-17,u-8
8-PMUL1524,u-8,s-48
9-PMUL1524,s-48,u-61
10-PMUL1524,u-61,s-3
11-PMUL1524,s-3,u-47
12-PMUL1524,u-47,s-38
0-MUL1251,u-25,s-23
1-MUL1251,s-23,u-37
2-MUL1251,u-37,s-23
3-MUL1251,s-23,u-56
4-MUL1251,u-56,s-55
5-MUL1251,s-55,u-17
6-MUL1251,u-17,s-73
7-MUL1251,s-73,u-20
8-MUL1251,u-20,s-29
9-MUL1251,s-29,u-14
10-MUL1251,u-14,s-58
11-MUL1251,s-58,u-21
12-MUL1251,u-21,s-25
13-MUL1251,s-25,u-46
14-MUL1251,u-46,s-63
15-MUL1251,s-63,u-48
16-MUL1251,u-48,s-41
0-SNG0046,u-9,s-9
1-SNG0046,s-9,u-6
2-SNG0046,u-6,s-1
3-SNG0046,s-1,u-47
4-SNG0046,u-47,s-30
0-SNG02146,u-33,s-53
1-SNG02146,s-53,u-56
2-SNG02146,u-56,s-53
3-SNG02146,s-53,u-46
4-SNG02146,u-46,s-34
0-SSNG0269,u-17,s-28
1-SSNG0269,s-28,u-14
2-SSNG0269,u-14,s-28
3-SSNG0269,s-28,u-14
4-SSNG0269,u-14,s-29
5-SSNG0269,s-29,u-11
6-SSNG0269,u-11,s-28
7-SSNG0269,s-28,u-46
8-SSNG0269,u-46,s-38
9-SSNG0269,s-38,u-61
10-SSNG0269,u-61,s-3
11-SSNG0269,s-3,u-46
12-SSNG0269,u-46,s-46
0-SNG02298,u-2,s-9
1-SNG02298,s-9,u-3
2-SNG02298,u-3,s-0
3-SNG02298,s-0,u-56
4-SNG02298,u-56,s-67
5-SNG02298,s-67,u-54
6-SNG02298,u-54,s-2
7-SNG02298,s-2,u-46
8-SNG02298,u-46,s-38
0-PMUL1708,u-16,s-58
1-PMUL1708,s-58,u-19
2-PMUL1708,u-19,s-22
3-PMUL1708,s-22,u-0
4-PMUL1708,u-0,s-17
5-PMUL1708,s-17,u-2
6-PMUL1708,u-2,s-17
7-PMUL1708,s-17,u-0
8-PMUL1708,u-0,s-17
9-PMUL1708,s-17,u-37
10-PMUL1708,u-37,s-18
11-PMUL1708,s-18,u-46
12-PMUL1708,u-46,s-46
0-MUL0997,u-26,s-77
1-MUL0997,s-77,u-46
2-MUL0997,u-46,s-41
3-MUL0997,s-41,u-25
4-MUL0997,u-25,s-23
5-MUL0997,s-23,u-56
6-MUL0997,u-56,s-22
7-MUL0997,s-22,u-47
8-MUL0997,u-47,s-41
0-PMUL1083,u-0,s-77
1-PMUL1083,s-77,u-60
2-PMUL1083,u-60,s-63
3-PMUL1083,s-63,u-56
4-PMUL1083,u-56,s-56
0-MUL1948,u-0,s-76
1-MUL1948,s-76,u-36
2-MUL1948,u-36,s-77
3-MUL1948,s-77,u-0
4-MUL1948,u-0,s-9
5-MUL1948,s-9,u-0
6-MUL1948,u-0,s-48
7-MUL1948,s-48,u-50
8-MUL1948,u-50,s-22
9-MUL1948,s-22,u-37
10-MUL1948,u-37,s-18
11-MUL1948,s-18,u-1
12-MUL1948,u-1,s-19
13-MUL1948,s-19,u-47
14-MUL1948,u-47,s-36
0-SNG01470,u-32,s-53
1-SNG01470,s-53,u-46
2-SNG01470,u-46,s-40
0-MUL2566,u-0,s-58
1-MUL2566,s-58,u-56
2-MUL2566,u-56,s-62
3-MUL2566,s-62,u-38
4-MUL2566,u-38,s-26
5-MUL2566,s-26,u-16
6-MUL2566,u-16,s-28
7-MUL2566,s-28,u-17
8-MUL2566,u-17,s-29
9-MUL2566,s-29,u-11
10-MUL2566,u-11,s-3
11-MUL2566,s-3,u-9
12-MUL2566,u-9,s-10
13-MUL2566,s-10,u-9
14-MUL2566,u-9,s-1
15-MUL2566,s-1,u-47
16-MUL2566,u-47,s-65
0-SNG1095,u-34,s-75
1-SNG1095,s-75,u-56
2-SNG1095,u-56,s-61
3-SNG1095,s-61,u-47
4-SNG1095,u-47,s-64
0-PMUL1743,u-0,s-17
1-PMUL1743,s-17,u-5
2-PMUL1743,u-5,s-17
3-PMUL1743,s-17,u-36
4-PMUL1743,u-36,s-17
5-PMUL1743,s-17,u-0
6-PMUL1743,u-0,s-5
7-PMUL1743,s-5,u-16
8-PMUL1743,u-16,s-62
9-PMUL1743,s-62,u-11
10-PMUL1743,u-11,s-16
11-PMUL1743,s-16,u-11
12-PMUL1743,u-11,s-4
13-PMUL1743,s-4,u-47
14-PMUL1743,u-47,s-41
0-PMUL3427,u-0,s-9
1-PMUL3427,s-9,u-0
2-PMUL3427,u-0,s-17
3-PMUL3427,s-17,u-40
4-PMUL3427,u-40,s-5
5-PMUL3427,s-5,u-28
6-PMUL3427,u-28,s-60
7-PMUL3427,s-60,u-0
8-PMUL3427,u-0,s-65
9-PMUL3427,s-65,u-46
10-PMUL3427,u-46,s-47
0-PMUL2629,u-35,s-73
1-PMUL2629,s-73,u-29
2-PMUL2629,u-29,s-59
3-PMUL2629,s-59,u-36
4-PMUL2629,u-36,s-52
5-PMUL2629,s-52,u-14
6-PMUL2629,u-14,s-59
7-PMUL2629,s-59,u-56
8-PMUL2629,u-56,s-58
9-PMUL2629,s-58,u-9
10-PMUL2629,u-9,s-1
11-PMUL2629,s-1,u-47
12-PMUL2629,u-47,s-41
0-PMUL2188,u-34,s-75
1-PMUL2188,s-75,u-56
2-PMUL2188,u-56,s-61
3-PMUL2188,s-61,u-25
4-PMUL2188,u-25,s-22
5-PMUL2188,s-22,u-29
6-PMUL2188,u-29,s-58
7-PMUL2188,s-58,u-56
8-PMUL2188,u-56,s-52
9-PMUL2188,s-52,u-47
10-PMUL2188,u-47,s-35
0-PMUL4927,u-0,s-13
1-PMUL4927,s-13,u-0
2-PMUL4927,u-0,s-22
3-PMUL4927,s-22,u-0
4-PMUL4927,u-0,s-13
5-PMUL4927,s-13,u-5
6-PMUL4927,u-5,s-20
7-PMUL4927,s-20,u-40
8-PMUL4927,u-40,s-5
9-PMUL4927,s-5,u-56
10-PMUL4927,u-56,s-52
11-PMUL4927,s-52,u-47
12-PMUL4927,u-47,s-63
13-PMUL4927,s-63,u-48
14-PMUL4927,u-48,s-64
15-PMUL4927,s-64,u-47
16-PMUL4927,u-47,s-47
0-MUL2619,u-56,s-67
1-MUL2619,s-67,u-57
2-MUL2619,u-57,s-58
3-MUL2619,s-58,u-15
4-MUL2619,u-15,s-26
5-MUL2619,s-26,u-56
6-MUL2619,u-56,s-54
7-MUL2619,s-54,u-9
8-MUL2619,u-9,s-6
9-MUL2619,s-6,u-9
10-MUL2619,u-9,s-1
11-MUL2619,s-1,u-47
12-MUL2619,u-47,s-47
0-PMUL4658,u-0,s-27
1-PMUL4658,s-27,u-34
2-PMUL4658,u-34,s-77
3-PMUL4658,s-77,u-56
4-PMUL4658,u-56,s-67
5-PMUL4658,s-67,u-0
6-PMUL4658,u-0,s-66
7-PMUL4658,s-66,u-7
8-PMUL4658,u-7,s-17
9-PMUL4658,s-17,u-40
10-PMUL4658,u-40,s-3
0-SSNG0368,u-14,s-28
1-SSNG0368,s-28,u-21
2-SSNG0368,u-21,s-69
3-SSNG0368,s-69,u-37
4-SSNG0368,u-37,s-71
5-SSNG0368,s-71,u-44
6-SSNG0368,u-44,s-22
7-SSNG0368,s-22,u-11
8-SSNG0368,u-11,s-69
9-SSNG0368,s-69,u-16
10-SSNG0368,u-16,s-3
11-SSNG0368,s-3,u-47
12-SSNG0368,u-47,s-36
0-SNG01514,u-9,s-9
1-SNG01514,s-9,u-9
2-SNG01514,u-9,s-0
0-PMUL0194,u-0,s-23
1-PMUL0194,s-23,u-29
2-PMUL0194,u-29,s-70
3-PMUL0194,s-70,u-45
4-PMUL0194,u-45,s-23
5-PMUL0194,s-23,u-16
6-PMUL0194,u-16,s-25
7-PMUL0194,s-25,u-9
8-PMUL0194,u-9,s-7
9-PMUL0194,s-7,u-6
10-PMUL0194,u-6,s-1
11-PMUL0194,s-1,u-47
12-PMUL0194,u-47,s-41
0-MUL0118,u-15,s-29
1-MUL0118,s-29,u-17
2-MUL0118,u-17,s-29
3-MUL0118,s-29,u-11
4-MUL0118,u-11,s-3
5-MUL0118,s-3,u-25
6-MUL0118,u-25,s-23
7-MUL0118,s-23,u-59
8-MUL0118,u-59,s-23
9-MUL0118,s-23,u-9
10-MUL0118,u-9,s-1
11-MUL0118,s-1,u-47
12-MUL0118,u-47,s-43
0-PMUL3738,u-20,s-71
1-PMUL3738,s-71,u-14
2-PMUL3738,u-14,s-29
3-PMUL3738,s-29,u-56
4-PMUL3738,u-56,s-54
5-PMUL3738,s-54,u-25
6-PMUL3738,u-25,s-23
7-PMUL3738,s-23,u-56
8-PMUL3738,u-56,s-58
9-PMUL3738,s-58,u-59
10-PMUL3738,u-59,s-75
11-PMUL3738,s-75,u-54
12-PMUL3738,u-54,s-41
13-PMUL3738,s-41,u-46
14-PMUL3738,u-46,s-46
0-WOZ20449,u-25,s-23
1-WOZ20449,s-23,u-25
2-WOZ20449,u-25,s-23
3-WOZ20449,s-23,u-23
4-WOZ20449,u-23,s-23
5-WOZ20449,s-23,u-56
6-WOZ20449,u-56,s-57
7-WOZ20449,s-57,u-46
8-WOZ20449,u-46,s-38
0-PMUL2438,u-28,s-76
1-PMUL2438,s-76,u-43
2-PMUL2438,u-43,s-58
3-PMUL2438,s-58,u-25
4-PMUL2438,u-25,s-54
5-PMUL2438,s-54,u-11
6-PMUL2438,u-11,s-68
7-PMUL2438,s-68,u-25
8-PMUL2438,u-25,s-73
9-PMUL2438,s-73,u-11
10-PMUL2438,u-11,s-3
11-PMUL2438,s-3,u-9
12-PMUL2438,u-9,s-1
13-PMUL2438,s-1,u-9
14-PMUL2438,u-9,s-57
15-PMUL2438,s-57,u-47
16-PMUL2438,u-47,s-41
0-SNG01641,u-30,s-52
1-SNG01641,s-52,u-30
2-SNG01641,u-30,s-55
3-SNG01641,s-55,u-56
4-SNG01641,u-56,s-57
5-SNG01641,s-57,u-47
6-SNG01641,u-47,s-41
7-SNG01641,s-41,u-55
8-SNG01641,u-55,s-46
0-PMUL0144,u-14,s-29
1-PMUL0144,s-29,u-38
2-PMUL0144,u-38,s-28
3-PMUL0144,s-28,u-37
4-PMUL0144,u-37,s-29
5-PMUL0144,s-29,u-11
6-PMUL0144,u-11,s-10
7-PMUL0144,s-10,u-25
8-PMUL0144,u-25,s-58
9-PMUL0144,s-58,u-37
10-PMUL0144,u-37,s-58
11-PMUL0144,s-58,u-56
12-PMUL0144,u-56,s-54
13-PMUL0144,s-54,u-9
14-PMUL0144,u-9,s-22
15-PMUL0144,s-22,u-56
16-PMUL0144,u-56,s-54
17-PMUL0144,s-54,u-9
18-PMUL0144,u-9,s-1
19-PMUL0144,s-1,u-46
20-PMUL0144,u-46,s-41
0-WOZ20552,u-25,s-23
1-WOZ20552,s-23,u-51
2-WOZ20552,u-51,s-23
3-WOZ20552,s-23,u-58
4-WOZ20552,u-58,s-58
5-WOZ20552,s-58,u-56
6-WOZ20552,u-56,s-57
7-WOZ20552,s-57,u-46
8-WOZ20552,u-46,s-41
0-PMUL4740,u-0,s-23
1-PMUL4740,s-23,u-11
2-PMUL4740,u-11,s-3
3-PMUL4740,s-3,u-28
4-PMUL4740,u-28,s-73
5-PMUL4740,s-73,u-28
6-PMUL4740,u-28,s-58
7-PMUL4740,s-58,u-56
8-PMUL4740,u-56,s-52
9-PMUL4740,s-52,u-47
10-PMUL4740,u-47,s-64
0-PMUL0496,u-14,s-73
1-PMUL0496,s-73,u-17
2-PMUL0496,u-17,s-29
3-PMUL0496,s-29,u-59
4-PMUL0496,u-59,s-52
5-PMUL0496,s-52,u-25
6-PMUL0496,u-25,s-23
7-PMUL0496,s-23,u-25
8-PMUL0496,u-25,s-23
9-PMUL0496,s-23,u-47
10-PMUL0496,u-47,s-46
0-PMUL1343,u-36,s-73
1-PMUL1343,s-73,u-28
2-PMUL1343,u-28,s-75
3-PMUL1343,s-75,u-35
4-PMUL1343,u-35,s-72
5-PMUL1343,s-72,u-56
6-PMUL1343,u-56,s-55
7-PMUL1343,s-55,u-0
8-PMUL1343,u-0,s-6
9-PMUL1343,s-6,u-3
10-PMUL1343,u-3,s-17
11-PMUL1343,s-17,u-5
12-PMUL1343,u-5,s-18
13-PMUL1343,s-18,u-0
14-PMUL1343,u-0,s-3
15-PMUL1343,s-3,u-46
16-PMUL1343,u-46,s-37
0-PMUL0818,u-0,s-7
1-PMUL0818,s-7,u-3
2-PMUL0818,u-3,s-10
3-PMUL0818,s-10,u-7
4-PMUL0818,u-7,s-48
5-PMUL0818,s-48,u-25
6-PMUL0818,u-25,s-68
0-SNG0917,u-42,s-69
1-SNG0917,s-69,u-37
2-SNG0917,u-37,s-25
3-SNG0917,s-25,u-17
4-SNG0917,u-17,s-54
5-SNG0917,s-54,u-37
6-SNG0917,u-37,s-58
7-SNG0917,s-58,u-47
8-SNG0917,u-47,s-49
0-MUL2356,u-42,s-75
1-MUL2356,s-75,u-26
2-MUL2356,u-26,s-62
3-MUL2356,s-62,u-56
4-MUL2356,u-56,s-77
5-MUL2356,s-77,u-24
6-MUL2356,u-24,s-23
7-MUL2356,s-23,u-37
8-MUL2356,u-37,s-23
9-MUL2356,s-23,u-11
10-MUL2356,u-11,s-21
11-MUL2356,s-21,u-41
12-MUL2356,u-41,s-3
13-MUL2356,s-3,u-9
14-MUL2356,u-9,s-12
15-MUL2356,s-12,u-7
16-MUL2356,u-7,s-6
17-MUL2356,s-6,u-0
18-MUL2356,u-0,s-1
19-MUL2356,s-1,u-47
20-MUL2356,u-47,s-64
21-MUL2356,s-64,u-46
22-MUL2356,u-46,s-46
0-PMUL4141,u-35,s-59
1-PMUL4141,s-59,u-47
2-PMUL4141,u-47,s-63
3-PMUL4141,s-63,u-25
4-PMUL4141,u-25,s-23
5-PMUL4141,s-23,u-22
6-PMUL4141,u-22,s-23
7-PMUL4141,s-23,u-22
8-PMUL4141,u-22,s-23
9-PMUL4141,s-23,u-23
10-PMUL4141,u-23,s-69
11-PMUL4141,s-69,u-37
12-PMUL4141,u-37,s-23
13-PMUL4141,s-23,u-12
14-PMUL4141,u-12,s-3
15-PMUL4141,s-3,u-46
16-PMUL4141,u-46,s-41
0-SNG01181,u-9,s-7
1-SNG01181,s-7,u-15
2-SNG01181,u-15,s-10
3-SNG01181,s-10,u-7
4-SNG01181,u-7,s-0
0-PMUL0369,u-16,s-28
1-PMUL0369,s-28,u-11
2-PMUL0369,u-11,s-3
3-PMUL0369,s-3,u-25
4-PMUL0369,u-25,s-23
5-PMUL0369,s-23,u-25
6-PMUL0369,u-25,s-23
7-PMUL0369,s-23,u-11
8-PMUL0369,u-11,s-14
9-PMUL0369,s-14,u-56
10-PMUL0369,u-56,s-62
11-PMUL0369,s-62,u-9
12-PMUL0369,u-9,s-1
13-PMUL0369,s-1,u-47
14-PMUL0369,u-47,s-41
0-SNG1051,u-26,s-77
1-SNG1051,s-77,u-56
2-SNG1051,u-56,s-77
3-SNG1051,s-77,u-41
4-SNG1051,u-41,s-77
5-SNG1051,s-77,u-47
6-SNG1051,u-47,s-33
0-SNG0295,u-0,s-17
1-SNG0295,s-17,u-7
2-SNG0295,u-7,s-6
3-SNG0295,s-6,u-0
4-SNG0295,u-0,s-48
5-SNG0295,s-48,u-61
6-SNG0295,u-61,s-3
7-SNG0295,s-3,u-47
8-SNG0295,u-47,s-33
9-SNG0295,s-33,u-47
10-SNG0295,u-47,s-46
0-PMUL3841,u-25,s-58
1-PMUL3841,s-58,u-11
2-PMUL3841,u-11,s-16
3-PMUL3841,s-16,u-5
4-PMUL3841,u-5,s-3
5-PMUL3841,s-3,u-20
6-PMUL3841,u-20,s-28
7-PMUL3841,s-28,u-36
8-PMUL3841,u-36,s-54
9-PMUL3841,s-54,u-11
10-PMUL3841,u-11,s-4
11-PMUL3841,s-4,u-9
12-PMUL3841,u-9,s-10
13-PMUL3841,s-10,u-9
14-PMUL3841,u-9,s-0
15-PMUL3841,s-0,u-47
16-PMUL3841,u-47,s-63
